IncidentID,Team,Opposition,Date,Round,IncidentType,Decision,TimeInMatch,RefereeName,Description,League_x,Rank,League_y,Wins,Losses,Goals_For,Goals_Against,Fouls_Per_Game,Cards_Per_Game
VAR_095,Brentford,West Ham,2023-08-07,7,Penalty,Upheld,23',Referee_19,"Ball struck arm of defender, VAR assessed for deliberate contact",Premier League,14,Premier League,23,7,30,24,13.612771975694962,3.4274179498864026
VAR_173,Brentford,Liverpool,2024-03-26,8,Offside,Upheld,36',Referee_18,"Offside call questioned, VAR checked player position at time of pass",Premier League,14,Premier League,23,7,30,24,13.612771975694962,3.4274179498864026
VAR_200,Brentford,Leeds United,2023-10-19,33,Goal Review,Overturned,4',Referee_7,"Player fouled in penalty box, VAR reviewed for clear and obvious error",Premier League,14,Premier League,23,7,30,24,13.612771975694962,3.4274179498864026
VAR_013,Arsenal,Manchester United,2023-12-25,35,Penalty,Upheld,17',Referee_12,VAR reviewed goal for potential offside in attacking sequence,League One,2,League One,20,12,50,58,12.45832752853591,1.7499372895450072
VAR_041,Arsenal,Fulham,2023-12-12,32,Handball,Upheld,61',Referee_15,Handball in buildup to goal reviewed by VAR officials,League One,2,League One,20,12,50,58,12.45832752853591,1.7499372895450072
VAR_080,Arsenal,Everton,2024-01-06,36,Handball,Overturned,88',Referee_15,Handball in buildup to goal reviewed by VAR officials,League One,2,League One,20,12,50,58,12.45832752853591,1.7499372895450072
VAR_088,Arsenal,Wolves,2023-10-02,22,Offside,Upheld,28',Referee_18,Handball incident in box reviewed for penalty decision,League One,2,League One,20,12,50,58,12.45832752853591,1.7499372895450072
VAR_093,Arsenal,Aston Villa,2024-04-11,37,Red Card,Upheld,51',Referee_1,Goal celebration halted for VAR check on foul in buildup,League One,2,League One,20,12,50,58,12.45832752853591,1.7499372895450072
VAR_105,Arsenal,Bournemouth,2024-03-26,35,Goal Review,Upheld,81',Referee_13,Serious foul play checked by VAR for card upgrade,League One,2,League One,20,12,50,58,12.45832752853591,1.7499372895450072
VAR_133,Arsenal,Southampton,2023-11-28,14,Handball,Overturned,76',Referee_4,VAR intervention for missed second yellow card in aggressive tackle,League One,2,League One,20,12,50,58,12.45832752853591,1.7499372895450072
VAR_142,Arsenal,Bournemouth,2024-04-23,24,Penalty,No Clear Error,17',Referee_12,"Defender made contact with striker in box, penalty decision reviewed",League One,2,League One,20,12,50,58,12.45832752853591,1.7499372895450072
VAR_153,Arsenal,Manchester United,2023-08-08,30,Offside,Overturned,44',Referee_14,"Goal disallowed for offside, VAR confirmed correct decision",League One,2,League One,20,12,50,58,12.45832752853591,1.7499372895450072
VAR_016,Nottingham Forest,West Ham,2023-12-05,2,Offside,No Clear Error,17',Referee_8,"Player fouled in penalty box, VAR reviewed for clear and obvious error",Premier League,15,Premier League,24,14,71,32,10.017192023353962,3.7394089891837985
VAR_060,Nottingham Forest,Crystal Palace,2024-03-26,17,Offside,Upheld,36',Referee_1,Handball in penalty area checked by VAR for intentional contact,Premier League,15,Premier League,24,14,71,32,10.017192023353962,3.7394089891837985
VAR_063,Nottingham Forest,Manchester United,2023-11-27,28,Offside,Overturned,39',Referee_17,Tight offside decision reviewed using VAR technology,Premier League,15,Premier League,24,14,71,32,10.017192023353962,3.7394089891837985
VAR_110,Nottingham Forest,Newcastle,2023-08-16,17,Offside,Overturned,85',Referee_7,"Ball struck arm of defender, VAR assessed for deliberate contact",Premier League,15,Premier League,24,14,71,32,10.017192023353962,3.7394089891837985
VAR_143,Nottingham Forest,Arsenal,2023-10-25,10,Offside,Upheld,2',Referee_1,"Player fouled in penalty box, VAR reviewed for clear and obvious error",Premier League,15,Premier League,24,14,71,32,10.017192023353962,3.7394089891837985
VAR_152,Nottingham Forest,Newcastle,2024-04-18,12,Red Card,Upheld,18',Referee_8,"Ball struck arm of defender, VAR assessed for deliberate contact",Premier League,15,Premier League,24,14,71,32,10.017192023353962,3.7394089891837985
VAR_187,Nottingham Forest,West Ham,2024-02-24,30,Penalty,Overturned,55',Referee_16,Goal scored but VAR checked for possible handball in buildup play,Premier League,15,Premier League,24,14,71,32,10.017192023353962,3.7394089891837985
VAR_017,Crystal Palace,West Ham,2023-09-08,26,Red Card,Upheld,50',Referee_13,VAR reviewed goal for potential offside in attacking sequence,Championship,9,Championship,21,12,53,30,9.988424040888052,3.278354881871625
VAR_028,Crystal Palace,Arsenal,2023-10-04,10,Red Card,No Clear Error,44',Referee_13,Goal celebration halted for VAR check on foul in buildup,Championship,9,Championship,21,12,53,30,9.988424040888052,3.278354881871625
VAR_036,Crystal Palace,Aston Villa,2023-10-15,10,Offside,Overturned,17',Referee_6,Handball in buildup to goal reviewed by VAR officials,Championship,9,Championship,21,12,53,30,9.988424040888052,3.278354881871625
VAR_042,Crystal Palace,Liverpool,2024-01-11,19,Goal Review,No Clear Error,57',Referee_18,"Player fouled in penalty box, VAR reviewed for clear and obvious error",Championship,9,Championship,21,12,53,30,9.988424040888052,3.278354881871625
VAR_103,Crystal Palace,Manchester City,2024-01-28,26,Handball,Overturned,21',Referee_11,Direct red card reviewed for endangering opponent safety,Championship,9,Championship,21,12,53,30,9.988424040888052,3.278354881871625
VAR_123,Crystal Palace,Aston Villa,2023-12-01,3,Penalty,No Clear Error,76',Referee_10,Handball in penalty area checked by VAR for intentional contact,Championship,9,Championship,21,12,53,30,9.988424040888052,3.278354881871625
VAR_136,Crystal Palace,Everton,2024-03-23,16,Handball,Upheld,59',Referee_6,Red card decision reviewed for violent conduct in midfield challenge,Championship,9,Championship,21,12,53,30,9.988424040888052,3.278354881871625
VAR_163,Crystal Palace,Southampton,2023-11-22,17,Offside,Upheld,8',Referee_15,VAR intervention for missed penalty after goalkeeper contact,Championship,9,Championship,21,12,53,30,9.988424040888052,3.278354881871625
VAR_171,Crystal Palace,Leeds United,2023-11-15,15,Penalty,Overturned,36',Referee_11,VAR intervention for missed second yellow card in aggressive tackle,Championship,9,Championship,21,12,53,30,9.988424040888052,3.278354881871625
VAR_199,Crystal Palace,Everton,2023-09-25,9,Red Card,Upheld,9',Referee_3,Handball incident in box reviewed for penalty decision,Championship,9,Championship,21,12,53,30,9.988424040888052,3.278354881871625
VAR_018,Newcastle,Arsenal,2024-01-20,8,Goal Review,Upheld,87',Referee_15,VAR reviewed goal for potential offside in attacking sequence,Premier League,8,Premier League,15,10,71,23,9.84854455525527,3.923961569411397
VAR_089,Newcastle,Aston Villa,2024-01-24,7,Penalty,No Clear Error,13',Referee_19,Direct red card reviewed for endangering opponent safety,Premier League,8,Premier League,15,10,71,23,9.84854455525527,3.923961569411397
VAR_092,Newcastle,Crystal Palace,2024-04-22,19,Offside,Upheld,87',Referee_18,Handball in buildup to goal reviewed by VAR officials,Premier League,8,Premier League,15,10,71,23,9.84854455525527,3.923961569411397
VAR_107,Newcastle,Fulham,2024-03-16,30,Offside,Overturned,12',Referee_19,Handball in buildup to goal reviewed by VAR officials,Premier League,8,Premier League,15,10,71,23,9.84854455525527,3.923961569411397
VAR_119,Newcastle,Aston Villa,2023-09-28,20,Handball,No Clear Error,63',Referee_19,VAR checked handball for unnatural arm position,Premier League,8,Premier League,15,10,71,23,9.84854455525527,3.923961569411397
VAR_129,Newcastle,Nottingham Forest,2024-04-14,13,Handball,Overturned,12',Referee_7,VAR overturned offside call after detailed review,Premier League,8,Premier League,15,10,71,23,9.84854455525527,3.923961569411397
VAR_161,Newcastle,Fulham,2024-01-25,20,Handball,Upheld,52',Referee_16,Tight offside decision reviewed using VAR technology,Premier League,8,Premier League,15,10,71,23,9.84854455525527,3.923961569411397
VAR_168,Newcastle,Arsenal,2023-11-01,32,Penalty,Upheld,35',Referee_12,"Goal disallowed for offside, VAR confirmed correct decision",Premier League,8,Premier League,15,10,71,23,9.84854455525527,3.923961569411397
VAR_182,Newcastle,Manchester City,2023-08-19,26,Offside,Upheld,32',Referee_7,VAR checked handball for unnatural arm position,Premier League,8,Premier League,15,10,71,23,9.84854455525527,3.923961569411397
VAR_021,Fulham,Bournemouth,2023-11-14,17,Red Card,No Clear Error,58',Referee_5,"Offside call questioned, VAR checked player position at time of pass",Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_033,Fulham,Manchester City,2024-01-24,12,Handball,No Clear Error,19',Referee_12,Handball in penalty area checked by VAR for intentional contact,Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_040,Fulham,Brighton,2023-12-04,1,Red Card,Upheld,77',Referee_17,VAR intervention for missed penalty after goalkeeper contact,Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_046,Fulham,Tottenham,2024-04-09,18,Red Card,No Clear Error,69',Referee_15,"Defender made contact with striker in box, penalty decision reviewed",Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_066,Fulham,Tottenham,2024-05-15,6,Goal Review,Upheld,75',Referee_9,VAR intervention for missed second yellow card in aggressive tackle,Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_083,Fulham,Arsenal,2024-02-26,12,Goal Review,Overturned,68',Referee_5,Handball in buildup to goal reviewed by VAR officials,Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_100,Fulham,Crystal Palace,2024-05-19,6,Offside,Upheld,85',Referee_10,Goal scored but VAR checked for possible handball in buildup play,Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_126,Fulham,Liverpool,2023-11-23,34,Red Card,Upheld,77',Referee_13,"Defender made contact with striker in box, penalty decision reviewed",Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_130,Fulham,Aston Villa,2023-11-21,17,Offside,Upheld,60',Referee_13,Direct red card reviewed for endangering opponent safety,Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_141,Fulham,Southampton,2024-05-03,30,Offside,Overturned,38',Referee_11,Handball incident in box reviewed for penalty decision,Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_144,Fulham,Newcastle,2023-10-16,2,Offside,Overturned,46',Referee_18,Tight offside decision reviewed using VAR technology,Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_148,Fulham,Nottingham Forest,2023-12-25,36,Handball,Upheld,8',Referee_19,VAR reviewed goal for potential offside in attacking sequence,Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_166,Fulham,Tottenham,2023-11-06,4,Red Card,Upheld,70',Referee_2,"Offside call questioned, VAR checked player position at time of pass",Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_174,Fulham,Wolves,2024-04-19,10,Handball,Upheld,31',Referee_7,"Defender made contact with striker in box, penalty decision reviewed",Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_176,Fulham,Aston Villa,2023-11-26,26,Penalty,Upheld,15',Referee_10,"Offside call questioned, VAR checked player position at time of pass",Premier League,12,Premier League,14,7,73,59,10.74721792990064,2.9031085646192527
VAR_023,Manchester United,Liverpool,2024-04-03,12,Offside,Upheld,16',Referee_19,VAR checked handball for unnatural arm position,Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_045,Manchester United,Leicester City,2024-02-08,9,Penalty,No Clear Error,84',Referee_13,Disputed goal reviewed for ball crossing goal line,Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_049,Manchester United,Tottenham,2024-04-15,37,Offside,No Clear Error,74',Referee_19,"Player fouled in penalty box, VAR reviewed for clear and obvious error",Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_055,Manchester United,Leicester City,2023-12-16,10,Penalty,No Clear Error,84',Referee_5,Tight offside decision reviewed using VAR technology,Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_072,Manchester United,Wolves,2024-04-21,15,Red Card,Overturned,49',Referee_5,Disputed goal reviewed for ball crossing goal line,Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_079,Manchester United,Manchester City,2024-05-15,22,Offside,No Clear Error,10',Referee_5,Serious foul play checked by VAR for card upgrade,Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_081,Manchester United,Chelsea,2024-01-20,27,Red Card,Upheld,36',Referee_4,"Goal disallowed for offside, VAR confirmed correct decision",Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_082,Manchester United,Crystal Palace,2024-04-10,6,Offside,No Clear Error,46',Referee_11,VAR reviewed goal for potential offside in attacking sequence,Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_085,Manchester United,Manchester City,2023-11-18,23,Penalty,No Clear Error,1',Referee_19,"Ball struck arm of defender, VAR assessed for deliberate contact",Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_117,Manchester United,Nottingham Forest,2024-02-09,15,Penalty,Overturned,15',Referee_17,VAR intervention for missed penalty after goalkeeper contact,Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_137,Manchester United,Newcastle,2024-04-13,15,Offside,No Clear Error,61',Referee_3,"Player fouled in penalty box, VAR reviewed for clear and obvious error",Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_154,Manchester United,Everton,2023-09-10,14,Penalty,No Clear Error,84',Referee_2,Handball in penalty area checked by VAR for intentional contact,Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_159,Manchester United,Arsenal,2024-05-11,35,Handball,No Clear Error,59',Referee_5,"Player fouled in penalty box, VAR reviewed for clear and obvious error",Premier League,3,Premier League,13,13,43,28,8.159662522202142,2.0772345640553724
VAR_025,Everton,Arsenal,2023-11-08,30,Handball,Upheld,23',Referee_10,Handball in buildup to goal reviewed by VAR officials,Premier League,14,Premier League,13,9,52,58,12.103829230356297,3.3888778463576217
VAR_027,Everton,Wolves,2024-01-07,35,Goal Review,Upheld,33',Referee_1,"Ball struck arm of defender, VAR assessed for deliberate contact",Premier League,14,Premier League,13,9,52,58,12.103829230356297,3.3888778463576217
VAR_038,Everton,Newcastle,2023-12-23,25,Handball,No Clear Error,4',Referee_4,Goal celebration halted for VAR check on foul in buildup,Premier League,14,Premier League,13,9,52,58,12.103829230356297,3.3888778463576217
VAR_044,Everton,Brighton,2024-01-03,28,Goal Review,No Clear Error,8',Referee_18,Disputed goal reviewed for ball crossing goal line,Premier League,14,Premier League,13,9,52,58,12.103829230356297,3.3888778463576217
VAR_057,Everton,Liverpool,2024-01-31,32,Red Card,Upheld,27',Referee_18,VAR checked handball for unnatural arm position,Premier League,14,Premier League,13,9,52,58,12.103829230356297,3.3888778463576217
VAR_109,Everton,Southampton,2023-08-25,25,Goal Review,Upheld,15',Referee_9,VAR checked handball for unnatural arm position,Premier League,14,Premier League,13,9,52,58,12.103829230356297,3.3888778463576217
VAR_188,Everton,Leeds United,2023-08-03,30,Handball,Upheld,23',Referee_19,Handball in buildup to goal reviewed by VAR officials,Premier League,14,Premier League,13,9,52,58,12.103829230356297,3.3888778463576217
VAR_190,Everton,Brentford,2024-03-13,36,Penalty,Upheld,23',Referee_18,VAR checked handball for unnatural arm position,Premier League,14,Premier League,13,9,52,58,12.103829230356297,3.3888778463576217
VAR_037,West Ham,Chelsea,2024-05-09,5,Handball,Upheld,37',Referee_6,Direct red card reviewed for endangering opponent safety,Premier League,8,Premier League,22,13,58,34,9.652669390630026,1.5390910168529848
VAR_047,West Ham,Brentford,2024-03-29,5,Penalty,No Clear Error,65',Referee_18,Handball in penalty area checked by VAR for intentional contact,Premier League,8,Premier League,22,13,58,34,9.652669390630026,1.5390910168529848
VAR_071,West Ham,Fulham,2023-12-16,2,Handball,Upheld,40',Referee_2,Goal scored but VAR checked for possible handball in buildup play,Premier League,8,Premier League,22,13,58,34,9.652669390630026,1.5390910168529848
VAR_084,West Ham,Aston Villa,2024-05-13,29,Penalty,Upheld,86',Referee_11,"Defender made contact with striker in box, penalty decision reviewed",Premier League,8,Premier League,22,13,58,34,9.652669390630026,1.5390910168529848
VAR_112,West Ham,Liverpool,2023-08-14,34,Red Card,Upheld,37',Referee_11,"Goal disallowed for offside, VAR confirmed correct decision",Premier League,8,Premier League,22,13,58,34,9.652669390630026,1.5390910168529848
VAR_116,West Ham,Leicester City,2023-10-04,3,Handball,Overturned,14',Referee_18,VAR reviewed goal for potential offside in attacking sequence,Premier League,8,Premier League,22,13,58,34,9.652669390630026,1.5390910168529848
VAR_120,West Ham,Aston Villa,2024-03-05,3,Handball,Overturned,5',Referee_15,"Player fouled in penalty box, VAR reviewed for clear and obvious error",Premier League,8,Premier League,22,13,58,34,9.652669390630026,1.5390910168529848
VAR_175,West Ham,Manchester City,2023-10-23,7,Penalty,No Clear Error,44',Referee_13,"Goal disallowed for offside, VAR confirmed correct decision",Premier League,8,Premier League,22,13,58,34,9.652669390630026,1.5390910168529848
VAR_177,West Ham,Leicester City,2024-02-24,26,Red Card,No Clear Error,37',Referee_4,VAR overturned offside call after detailed review,Premier League,8,Premier League,22,13,58,34,9.652669390630026,1.5390910168529848
VAR_195,West Ham,Arsenal,2024-05-07,36,Penalty,Upheld,80',Referee_14,Handball in buildup to goal reviewed by VAR officials,Premier League,8,Premier League,22,13,58,34,9.652669390630026,1.5390910168529848
VAR_068,Tottenham,Everton,2024-02-10,11,Offside,Upheld,51',Referee_13,Goal scored but VAR checked for possible handball in buildup play,Premier League,7,Premier League,16,12,76,54,17.09320402078782,2.1469499540000423
VAR_069,Tottenham,Arsenal,2024-05-01,20,Penalty,No Clear Error,12',Referee_15,"Defender made contact with striker in box, penalty decision reviewed",Premier League,7,Premier League,16,12,76,54,17.09320402078782,2.1469499540000423
VAR_076,Tottenham,Everton,2023-10-02,33,Penalty,Upheld,17',Referee_1,Tight offside decision reviewed using VAR technology,Premier League,7,Premier League,16,12,76,54,17.09320402078782,2.1469499540000423
VAR_101,Tottenham,Newcastle,2024-01-12,12,Handball,Overturned,86',Referee_6,Direct red card reviewed for endangering opponent safety,Premier League,7,Premier League,16,12,76,54,17.09320402078782,2.1469499540000423
VAR_125,Tottenham,Brentford,2024-01-23,28,Handball,No Clear Error,77',Referee_17,VAR overturned offside call after detailed review,Premier League,7,Premier League,16,12,76,54,17.09320402078782,2.1469499540000423
VAR_128,Tottenham,Wolves,2023-12-11,31,Offside,Upheld,10',Referee_11,VAR checked handball for unnatural arm position,Premier League,7,Premier League,16,12,76,54,17.09320402078782,2.1469499540000423
VAR_131,Tottenham,West Ham,2023-10-13,32,Offside,Upheld,63',Referee_15,Handball incident in box reviewed for penalty decision,Premier League,7,Premier League,16,12,76,54,17.09320402078782,2.1469499540000423
VAR_149,Tottenham,Manchester United,2023-12-28,32,Penalty,Upheld,59',Referee_3,VAR reviewed goal for potential offside in attacking sequence,Premier League,7,Premier League,16,12,76,54,17.09320402078782,2.1469499540000423
VAR_192,Tottenham,Manchester United,2023-12-21,12,Penalty,No Clear Error,42',Referee_6,"Offside call questioned, VAR checked player position at time of pass",Premier League,7,Premier League,16,12,76,54,17.09320402078782,2.1469499540000423
VAR_096,Manchester City,Chelsea,2023-10-21,1,Handball,Upheld,20',Referee_11,"Goal disallowed for offside, VAR confirmed correct decision",Premier League,2,Premier League,19,7,73,22,16.599404067363206,3.2007688464694493
VAR_104,Manchester City,Aston Villa,2024-05-21,35,Offside,Upheld,55',Referee_15,Handball in buildup to goal reviewed by VAR officials,Premier League,2,Premier League,19,7,73,22,16.599404067363206,3.2007688464694493
VAR_118,Manchester City,Tottenham,2024-05-19,6,Red Card,Upheld,62',Referee_13,"Offside call questioned, VAR checked player position at time of pass",Premier League,2,Premier League,19,7,73,22,16.599404067363206,3.2007688464694493
VAR_132,Manchester City,Manchester United,2024-03-29,27,Penalty,Upheld,12',Referee_17,Tight offside decision reviewed using VAR technology,Premier League,2,Premier League,19,7,73,22,16.599404067363206,3.2007688464694493
VAR_135,Manchester City,Everton,2023-09-08,29,Handball,Upheld,75',Referee_2,VAR reviewed goal for potential offside in attacking sequence,Premier League,2,Premier League,19,7,73,22,16.599404067363206,3.2007688464694493
VAR_172,Manchester City,Chelsea,2024-05-01,14,Handball,No Clear Error,68',Referee_16,Handball in buildup to goal reviewed by VAR officials,Premier League,2,Premier League,19,7,73,22,16.599404067363206,3.2007688464694493
VAR_183,Manchester City,Liverpool,2024-01-11,9,Penalty,Overturned,70',Referee_9,Goal scored but VAR checked for possible handball in buildup play,Premier League,2,Premier League,19,7,73,22,16.599404067363206,3.2007688464694493
